Reef ID,Reef Name,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Cardinal Direction,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Cardinal Direction,Ocean,Country,State/Province/Island,City/Town,Year,Date,Depth,Organism Code,S1,S2,S3,S4,Errors?,What errors?
123.49.4.8E.11.11.17.9N,Jilatagaan MPA Site 2,123,49,4.8,E,11,11,17.9,N,Pacific,Philippines,Cebu,"Sante Fe, Bantayan Island",2007,11-Jul-07,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.49.4.8E.11.11.17.9N,Jilatagaan MPA Site 2,123,49,4.8,E,11,11,17.9,N,Pacific,Philippines,Cebu,"Sante Fe, Bantayan Island",2007,11-Jul-07,5,Bleaching (% of colony),20,10,5,10,FALSE,
123.49.4.8E.11.11.17.9N,Jilatagaan MPA Site 2,123,49,4.8,E,11,11,17.9,N,Pacific,Philippines,Cebu,"Sante Fe, Bantayan Island",2007,11-Jul-07,4,Bleaching (% of population),1,1,1,1,FALSE,
123.49.4.8E.11.11.17.9N,Jilatagaan MPA Site 2,123,49,4.8,E,11,11,17.9,N,Pacific,Philippines,Cebu,"Sante Fe, Bantayan Island",2007,11-Jul-07,5,Bleaching (% of population),1,2,1,1,FALSE,
123.49.6.6E.11.11.16.6N,Hilantagaan MPA,123,49,6.6,E,11,11,16.6,N,Pacific,Philippines,Cebu,Santa Fe,2008,2-Aug-08,6,Bleaching (% of colony),5,5,5,5,FALSE,
123.49.6.6E.11.11.16.6N,Hilantagaan MPA,123,49,6.6,E,11,11,16.6,N,Pacific,Philippines,Cebu,Santa Fe,2008,2-Aug-08,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.49.6.6E.11.11.16.6N,Hilantagaan MPA,123,49,6.6,E,11,11,16.6,N,Pacific,Philippines,Cebu,Santa Fe,2008,2-Aug-08,6,Bleaching (% of population),5,5,5,5,FALSE,
123.49.6.6E.11.11.16.6N,Hilantagaan MPA,123,49,6.6,E,11,11,16.6,N,Pacific,Philippines,Cebu,Santa Fe,2008,2-Aug-08,10,Bleaching (% of population),0,0,0,0,FALSE,
123.50.23E.05.52.28S,Tokobao,123,50,23,E,5,52,28,S,Pacific,Indonesia,SE Sulawesi,Tomea,2003,2-Sep-03,5,Bleaching (% of colony),0,0,0,0,FALSE,
123.50.23E.05.52.28S,Tokobao,123,50,23,E,5,52,28,S,Pacific,Indonesia,SE Sulawesi,Tomea,2003,2-Sep-03,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.50.23E.05.52.28S,Tokobao,123,50,23,E,5,52,28,S,Pacific,Indonesia,SE Sulawesi,Tomea,2003,2-Sep-03,5,Bleaching (% of population),0,0,0,0,FALSE,
123.50.23E.05.52.28S,Tokobao,123,50,23,E,5,52,28,S,Pacific,Indonesia,SE Sulawesi,Tomea,2003,2-Sep-03,10,Bleaching (% of population),0,0,0,0,FALSE,
123.51.373E.5.46.655S,Sawah (West of Tokobao Island),123,51,22.4,E,5,46,39.3,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,31-Aug-05,10,Bleaching (% of colony),,,1,1,FALSE,
123.51.373E.5.46.655S,Sawah (West of Tokobao Island),123,51,22.4,E,5,46,39.3,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,31-Aug-05,10,Bleaching (% of population),,,1,,FALSE,
123.52.49.5E.11.17.16.3N,Langub,123,52,49.5,E,11,17,16.3,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.52.49.5E.11.17.16.3N,Langub,123,52,49.5,E,11,17,16.3,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,6,Bleaching (% of population),0,0,0,0,FALSE,
123.52.49E.11.17.16N,Langub Transect 2,123,52,49.5,E,11,17,16.3,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,6,Bleaching (% of colony),20,20,20,20,FALSE,
123.52.49E.11.17.16N,Langub Transect 2,123,52,49.5,E,11,17,16.3,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,6,Bleaching (% of population),5,5,5,5,FALSE,
123.52.50E.11.18.10.8N,Bitoon,123,52,50,E,11,18,10.8,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-May-08,5,Bleaching (% of colony),20,20,20,20,FALSE,
123.52.50E.11.18.10.8N,Bitoon,123,52,50,E,11,18,10.8,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-May-08,5,Bleaching (% of population),20,20,20,20,FALSE,
123.52.59.6E.11.19.42.9N,Langub,123,52,59.6,E,11,19,42.9,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-May-08,5,Bleaching (% of colony),10,10,10,10,FALSE,
123.52.59.6E.11.19.42.9N,Langub,123,52,59.6,E,11,19,42.9,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-May-08,5,Bleaching (% of population),10,10,10,10,FALSE,
123.52.59.9E.11.19.36.8N,Bitoon,123,52,59.9,E,11,19,36.8,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-Aug-08,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.52.59.9E.11.19.36.8N,Bitoon,123,52,59.9,E,11,19,36.8,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-Aug-08,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.52.59.9E.11.19.36.8N,Bitoon,123,52,59.9,E,11,19,36.8,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-Aug-08,4,Bleaching (% of population),0,0,0,0,FALSE,
123.52.59.9E.11.19.36.8N,Bitoon,123,52,59.9,E,11,19,36.8,N,Pacific,Philippines,Cebu,Sta. Fe,2008,4-Aug-08,6,Bleaching (% of population),0,0,0,0,FALSE,
123.53.454E.5.44.265S,Kollozoa Reef,123,53,27.2,E,5,44,15.9,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Sep-05,3,Bleaching (% of colony),0,1,0,0,FALSE,
123.53.454E.5.44.265S,Kollozoa Reef,123,53,27.2,E,5,44,15.9,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Sep-05,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.53.454E.5.44.265S,Kollozoa Reef,123,53,27.2,E,5,44,15.9,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Sep-05,3,Bleaching (% of population),0,0,0,1,FALSE,
123.53.454E.5.44.265S,Kollozoa Reef,123,53,27.2,E,5,44,15.9,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Sep-05,10,Bleaching (% of population),0,0,0,0,FALSE,
123.53.529E.5.43.992S,Tomea near Waha (reef on right),123,53,31.7,E,5,43,59.5,S,Pacific,Indonesia,Sulawesi,,2003,11-Jun-03,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.53.529E.5.43.992S,Tomea near Waha (reef on right),123,53,31.7,E,5,43,59.5,S,Pacific,Indonesia,Sulawesi,,2003,11-Jun-03,10,Bleaching (% of population),0,0,0,0,FALSE,
123.53.58.4E.5.45.35.2S,Coral Meadow,123,53,58.4,E,5,45,35.2,S,Pacific,Indonesia,SE Sulawesi,WMNP,2004,13-Sep-04,5,Bleaching (% of colony),0,0,0,0,FALSE,
123.53.58.4E.5.45.35.2S,Coral Meadow,123,53,58.4,E,5,45,35.2,S,Pacific,Indonesia,SE Sulawesi,WMNP,2004,13-Sep-04,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.53.58.4E.5.45.35.2S,Coral Meadow,123,53,58.4,E,5,45,35.2,S,Pacific,Indonesia,SE Sulawesi,WMNP,2004,13-Sep-04,5,Bleaching (% of population),0,0,0,0,FALSE,
123.53.58.4E.5.45.35.2S,Coral Meadow,123,53,58.4,E,5,45,35.2,S,Pacific,Indonesia,SE Sulawesi,WMNP,2004,13-Sep-04,10,Bleaching (% of population),0,0,0,0,FALSE,
123.53.603E.5.45.504S,Mari Mabuk Reef,123,53,36.2,E,5,45,30.2,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Aug-05,3,Bleaching (% of colony),0,0,10,0,FALSE,
123.53.603E.5.45.504S,Mari Mabuk Reef,123,53,36.2,E,5,45,30.2,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Aug-05,10,Bleaching (% of colony),1,1,1,,FALSE,
123.53.603E.5.45.504S,Mari Mabuk Reef,123,53,36.2,E,5,45,30.2,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Aug-05,3,Bleaching (% of population),30,0,0,0,FALSE,
123.53.603E.5.45.504S,Mari Mabuk Reef,123,53,36.2,E,5,45,30.2,S,Pacific,Indonesia,SE Sulawesi,Tomia/Wakatobi,2005,1-Aug-05,10,Bleaching (% of population),1,1,1,1,FALSE,
123.54.05E.11.20.36.9N,Hagdan,123,54,5,E,11,20,36.9,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,6,Bleaching (% of colony),15,15,15,15,FALSE,
123.54.05E.11.20.36.9N,Hagdan,123,54,5,E,11,20,36.9,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,12,Bleaching (% of colony),0,0,0,0,FALSE,
123.54.05E.11.20.36.9N,Hagdan,123,54,5,E,11,20,36.9,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,6,Bleaching (% of population),20,20,20,20,FALSE,
123.54.05E.11.20.36.9N,Hagdan,123,54,5,E,11,20,36.9,N,Pacific,Philippines,Cebu,Sta. Fe,2008,6-Aug-08,12,Bleaching (% of population),0,0,0,0,FALSE,
123.54.33.8E.11.0.7.8N,San Remegio Beach Club,123,54,33.8,E,11,0,7.8,N,Pacific,Philippines,Cebu,San Remegio,2007,9-Jul-07,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.54.33.8E.11.0.7.8N,San Remegio Beach Club,123,54,33.8,E,11,0,7.8,N,Pacific,Philippines,Cebu,San Remegio,2007,9-Jul-07,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.54.33.8E.11.0.7.8N,San Remegio Beach Club,123,54,33.8,E,11,0,7.8,N,Pacific,Philippines,Cebu,San Remegio,2007,9-Jul-07,6,Bleaching (% of population),0,0,0,0,FALSE,
123.54.33.8E.11.0.7.8N,San Remegio Beach Club,123,54,33.8,E,11,0,7.8,N,Pacific,Philippines,Cebu,San Remegio,2007,9-Jul-07,10,Bleaching (% of population),0,0,0,0,FALSE,
123.54.449E.5.42.907S,Tomea Island (north side),123,54,27,E,5,42,54.4,S,Pacific,Indonesia,Sulawesi,,2004,8-Sep-04,5,Bleaching (% of colony),0,0,0,0,FALSE,
123.54.449E.5.42.907S,Tomea Island (north side),123,54,27,E,5,42,54.4,S,Pacific,Indonesia,Sulawesi,,2004,8-Sep-04,10,Bleaching (% of colony),0,0,50,0,FALSE,
123.54.449E.5.42.907S,Tomea Island (north side),123,54,27,E,5,42,54.4,S,Pacific,Indonesia,Sulawesi,,2004,8-Sep-04,5,Bleaching (% of population),0,0,0,0,FALSE,
123.54.449E.5.42.907S,Tomea Island (north side),123,54,27,E,5,42,54.4,S,Pacific,Indonesia,Sulawesi,,2004,8-Sep-04,10,Bleaching (% of population),0,0,2,0,FALSE,
123.56.31.1E.11.48.29.9N,Pongtod Domorog 2,123,56,31.1,E,11,48,29.9,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,6,Bleaching (% of colony),0,0,60,0,FALSE,
123.56.31.1E.11.48.29.9N,Pongtod Domorog 2,123,56,31.1,E,11,48,29.9,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,6,Bleaching (% of population),0,2,1,0,FALSE,
123.56.31E.11.48.30.2N,Pongtod Domorog 1,123,56,31,E,11,48,30.2,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.56.31E.11.48.30.2N,Pongtod Domorog 1,123,56,31,E,11,48,30.2,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.10.7E.10.15.23.5N,Pacific Cebu Resort,123,58,10.7,E,10,15,23.5,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2003,13-Nov-03,6,Bleaching (% of colony),1,0,1,0,FALSE,
123.58.10.7E.10.15.23.5N,Pacific Cebu Resort,123,58,10.7,E,10,15,23.5,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2003,13-Nov-03,8.6,Bleaching (% of colony),1,1,1,1,FALSE,
123.58.10.7E.10.15.23.5N,Pacific Cebu Resort,123,58,10.7,E,10,15,23.5,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2003,13-Nov-03,6,Bleaching (% of population),1,0,1,0,FALSE,
123.58.10.7E.10.15.23.5N,Pacific Cebu Resort,123,58,10.7,E,10,15,23.5,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2003,13-Nov-03,8.6,Bleaching (% of population),1,1,2,1,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2004,4-Aug-04,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2004,4-Aug-04,7,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2004,4-Aug-04,4,Bleaching (% of population),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2004,4-Aug-04,7,Bleaching (% of population),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2005,16-Jul-05,3.5,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2005,16-Jul-05,12,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2005,16-Jul-05,3.5,Bleaching (% of population),0,0,0,0,FALSE,
123.58.17.6E.10.14.57.7N,Cebu Pacific Resort 2,123,58,17.6,E,10,14,57.7,N,Pacific,Philippines,Cebu,Lapu-Lapu,2005,16-Jul-05,12,Bleaching (% of population),0,0,0,0,FALSE,
123.58.2.1E.10.15.39.2N,Plantation Bay,123,58,2.1,E,10,15,39.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2008,5-Sep-08,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.2.1E.10.15.39.2N,Plantation Bay,123,58,2.1,E,10,15,39.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2008,5-Sep-08,11,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.2.1E.10.15.39.2N,Plantation Bay,123,58,2.1,E,10,15,39.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2008,5-Sep-08,4,Bleaching (% of population),0,0,0,0,FALSE,
123.58.2.1E.10.15.39.2N,Plantation Bay,123,58,2.1,E,10,15,39.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2008,5-Sep-08,11,Bleaching (% of population),1,0,1,0,FALSE,
123.58.27.96E.24.22.18N,Northern reef of Kohama Is.,123,58,28,E,24,22,18,N,Pacific,Japan,Okinawa,Taketomi town,2009,6-Jun-09,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.27.96E.24.22.18N,Northern reef of Kohama Is.,123,58,28,E,24,22,18,N,Pacific,Japan,Okinawa,Taketomi town,2009,6-Jun-09,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.27.96E.24.22.18N,Northern reef of Kohama Is.,123,58,28,E,24,22,18,N,Pacific,Japan,Okinawa,Taketomi town,2009,6-Jun-09,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.27.96E.24.22.18N,Northern reef of Kohama Is.,123,58,28,E,24,22,18,N,Pacific,Japan,Okinawa,Taketomi town,2009,6-Jun-09,6,Bleaching (% of population),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2004,4-Aug-04,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2004,4-Aug-04,11,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2004,4-Aug-04,4,Bleaching (% of population),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2004,4-Aug-04,11,Bleaching (% of population),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2007,1-Aug-07,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2007,1-Aug-07,7,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2007,1-Aug-07,4,Bleaching (% of population),0,0,0,0,FALSE,
123.58.27E.10.15.4.8N,Cebu Pacific Resort 1,123,58,27,E,10,15,4.8,N,Pacific,Philippines,Cebu,Lapu Lapu,2007,1-Aug-07,7,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2003,7-Jun-03,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2003,7-Jun-03,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2003,7-Jun-03,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2003,7-Jun-03,6,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2005,11-Jun-05,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2005,11-Jun-05,9,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2005,11-Jun-05,6,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2005,11-Jun-05,9,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2006,10-Jun-06,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2006,10-Jun-06,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2006,10-Jun-06,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2006,10-Jun-06,6,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2007,9-Jun-07,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2007,9-Jun-07,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2007,9-Jun-07,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2007,9-Jun-07,6,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2008,8-Jun-08,5,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2008,8-Jun-08,8,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2008,8-Jun-08,5,Bleaching (% of population),0,0,0,0,FALSE,
123.58.33.95E.24.22.2.86N,North reef of Kohama Island,123,58,33.95,E,24,22,2.86,N,Pacific,Japan,Kohama Island,Okinawa,2008,8-Jun-08,8,Bleaching (% of population),0,0,0,0,FALSE,
123.58.37.7E.11.48.48.8N,Simbahan Site 2,123,58,37.7,E,11,48,48.8,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.37.7E.11.48.48.8N,Simbahan Site 2,123,58,37.7,E,11,48,48.8,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.38.5E.11.48.47.5N,Simbahan Site 1,123,58,38.5,E,11,48,47.5,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.38.5E.11.48.47.5N,Simbahan Site 1,123,58,38.5,E,11,48,47.5,N,Pacific,Philippines,Masbate,Esperanza,2006,6-Jun-06,3,Bleaching (% of population),0,0,0,0,FALSE,
123.58.57.6E.10.15.31.2N,Marigondon,123,58,57.6,E,10,15,31.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2007,1-Aug-07,5,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.57.6E.10.15.31.2N,Marigondon,123,58,57.6,E,10,15,31.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2007,1-Aug-07,7,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.57.6E.10.15.31.2N,Marigondon,123,58,57.6,E,10,15,31.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2007,1-Aug-07,5,Bleaching (% of population),0,0,0,0,FALSE,
123.58.57.6E.10.15.31.2N,Marigondon,123,58,57.6,E,10,15,31.2,N,Pacific,Philippines,Cebu,Lapu-Lapu City,2007,1-Aug-07,7,Bleaching (% of population),0,0,0,0,FALSE,
123.58.844E.10.15.419N,Parker Resort,123,58,50.6,E,10,15,25.1,N,Pacific,Philippines,Cebu,"Lapu-Lapu City, Marigondon",2003,1-Feb-03,3.5,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.844E.10.15.419N,Parker Resort,123,58,50.6,E,10,15,25.1,N,Pacific,Philippines,Cebu,"Lapu-Lapu City, Marigondon",2003,1-Feb-03,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.58.844E.10.15.419N,Parker Resort,123,58,50.6,E,10,15,25.1,N,Pacific,Philippines,Cebu,"Lapu-Lapu City, Marigondon",2003,1-Feb-03,3.5,Bleaching (% of population),0,0,0,0,FALSE,
123.58.844E.10.15.419N,Parker Resort,123,58,50.6,E,10,15,25.1,N,Pacific,Philippines,Cebu,"Lapu-Lapu City, Marigondon",2003,1-Feb-03,10,Bleaching (% of population),0,0,20,10,FALSE,
123.59.08E.10.15.75N,Kalingaw Beach Resort (Barangay Marigondon),123,59,4.8,E,10,15,45,N,Pacific,Philippines,Cebu,"Lapu- Lapu City, Mactan Island",2003,8-Feb-03,3,Bleaching (% of colony),0,0,0,0,FALSE,
123.59.08E.10.15.75N,Kalingaw Beach Resort (Barangay Marigondon),123,59,4.8,E,10,15,45,N,Pacific,Philippines,Cebu,"Lapu- Lapu City, Mactan Island",2003,8-Feb-03,9.5,Bleaching (% of colony),0,0,0,0,FALSE,
123.59.08E.10.15.75N,Kalingaw Beach Resort (Barangay Marigondon),123,59,4.8,E,10,15,45,N,Pacific,Philippines,Cebu,"Lapu- Lapu City, Mactan Island",2003,8-Feb-03,3,Bleaching (% of population),0,0,0,0,FALSE,
123.59.08E.10.15.75N,Kalingaw Beach Resort (Barangay Marigondon),123,59,4.8,E,10,15,45,N,Pacific,Philippines,Cebu,"Lapu- Lapu City, Mactan Island",2003,8-Feb-03,9.5,Bleaching (% of population),0,0,0,0,FALSE,
123.59.10.2E.10.15.36.8N,Palm Beach Resort,123,59,10.2,E,10,15,36.8,N,Pacific,Philippines,Mactan Island,"Cebu, Lapu-Lapu City",2003,1-Feb-03,4,Bleaching (% of colony),0,0,0,0,FALSE,
123.59.10.2E.10.15.36.8N,Palm Beach Resort,123,59,10.2,E,10,15,36.8,N,Pacific,Philippines,Mactan Island,"Cebu, Lapu-Lapu City",2003,1-Feb-03,4,Bleaching (% of population),0,0,0,0,FALSE,
123.59.2.7E.10.12.37.8N,Gilutongan MPA,123,59,2.7,E,10,12,37.8,N,Pacific,Philippines,Cebu,Cordova,2007,28-Jun-07,6,Bleaching (% of colony),0,0,0,0,FALSE,
123.59.2.7E.10.12.37.8N,Gilutongan MPA,123,59,2.7,E,10,12,37.8,N,Pacific,Philippines,Cebu,Cordova,2007,28-Jun-07,10,Bleaching (% of colony),0,0,0,0,FALSE,
123.59.2.7E.10.12.37.8N,Gilutongan MPA,123,59,2.7,E,10,12,37.8,N,Pacific,Philippines,Cebu,Cordova,2007,28-Jun-07,6,Bleaching (% of population),1,1,1,1,FALSE,
123.59.2.7E.10.12.37.8N,Gilutongan MPA,123,59,2.7,E,10,12,37.8,N,Pacific,Philippines,Cebu,Cordova,2007,28-Jun-07,10,Bleaching (% of population),0,0,1,0,FALSE,
